SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_ANNUITY,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,AMT_CREDIT,AMT_INCOME_TOTAL
171135,0.0,0.0,16875.0,0.0,47.58,2.51,337500.0,108000.0
157505,0.0,0.0,40104.0,1.0,47.83,10.66,1209541.5,202500.0
410335,0.0,0.0,31522.5,0.0,51.23,6.78,1078200.0,112500.0
315091,0.0,0.0,50004.0,1.0,28.21,3.79,685386.0,157500.0
155794,0.0,1.0,31473.0,1.0,32.2,4.56,298512.0,135000.0
104591,0.0,0.0,21775.5,1.0,54.72,6.45,675000.0,135000.0
438913,0.0,0.0,22887.0,1.0,31.46,0.61,750645.0,112500.0
126428,0.0,0.0,6304.5,0.0,41.18,8.89,171900.0,315000.0
108843,0.0,0.0,34587.0,1.0,47.71,0.61,1042560.0,135000.0
320543,0.0,0.0,27661.5,0.0,33.29,0.51,450000.0,270000.0
380855,0.0,0.0,9472.5,0.0,67.36,4.5,95940.0,81000.0
453890,0.0,0.0,19854.0,0.0,54.33,17.65,521280.0,90000.0
167926,0.0,1.0,29803.5,0.0,27.24,3.59,370107.0,157500.0
409822,0.0,0.0,12937.5,0.0,67.52,4.5,254700.0,99000.0
283228,0.0,1.0,20034.0,0.0,50.98,4.5,389844.0,270000.0
202107,0.0,2.0,13500.0,0.0,34.45,2.78,270000.0,112500.0
372636,0.0,0.0,10125.0,0.0,60.04,4.5,202500.0,90000.0
140239,0.0,0.0,21726.0,0.0,53.62,4.5,463284.0,49500.0
358846,0.0,1.0,31324.5,1.0,34.81,8.34,509922.0,270000.0
156851,0.0,0.0,12802.5,1.0,62.74,4.5,189621.0,157500.0
388779,0.0,2.0,25537.5,0.0,32.65,1.34,545040.0,135000.0
376182,0.0,0.0,23157.0,1.0,28.55,2.83,873000.0,360000.0
203020,0.0,0.0,17748.0,0.0,50.53,23.07,432567.0,135000.0
105680,0.0,0.0,7875.0,0.0,62.0,4.5,157500.0,67500.0
113969,0.0,0.0,27643.5,1.0,24.5,1.56,348264.0,157500.0
322808,0.0,0.0,24844.5,0.0,27.73,0.43,229500.0,90000.0
444076,0.0,2.0,16407.0,0.0,43.93,3.46,254700.0,180000.0
101377,0.0,0.0,42282.0,1.0,45.14,4.66,525735.0,135000.0
174135,0.0,0.0,43825.5,0.0,58.2,4.5,1494486.0,141750.0
443696,0.0,2.0,16713.0,0.0,33.41,5.13,288873.0,270000.0
146228,0.0,0.0,16011.0,0.0,65.3,37.99,284400.0,180000.0
138472,0.0,0.0,12532.5,1.0,48.92,27.91,127350.0,270000.0
227156,0.0,0.0,18526.5,1.0,63.98,4.5,697500.0,292500.0
236096,0.0,0.0,33025.5,0.0,56.12,4.5,1125000.0,112500.0
387496,0.0,1.0,39343.5,1.0,43.17,9.16,743031.0,337500.0
133113,0.0,0.0,18688.5,0.0,61.66,4.5,191880.0,67500.0
120628,0.0,0.0,8361.0,0.0,56.78,4.5,157500.0,36000.0
408925,0.0,1.0,5256.0,0.0,42.47,0.7,110016.0,166500.0
410529,0.0,1.0,18234.0,1.0,29.02,2.85,168102.0,135000.0
451040,0.0,1.0,35559.0,1.0,34.19,1.55,1288350.0,202500.0
322526,1.0,0.0,30073.5,1.0,23.86,1.24,450000.0,112500.0
169469,0.0,3.0,35631.0,0.0,32.78,5.05,912240.0,202500.0
131668,0.0,0.0,93100.5,1.0,26.99,2.55,1176727.5,315000.0
456118,0.0,0.0,33034.5,1.0,34.37,5.7,995643.0,135000.0
331088,0.0,0.0,14350.5,0.0,65.79,4.5,254700.0,72000.0
422729,0.0,1.0,31153.5,0.0,34.91,9.77,592560.0,180000.0
154686,0.0,0.0,10125.0,1.0,48.33,10.94,202500.0,90000.0
194780,0.0,0.0,22459.5,0.0,68.05,22.02,229230.0,180000.0
145457,0.0,0.0,10813.5,1.0,60.9,4.5,242595.0,288000.0
317406,0.0,1.0,33615.0,0.0,41.11,8.62,760225.5,180000.0
340409,0.0,0.0,73597.5,1.0,33.7,3.47,1418868.0,225000.0
210250,0.0,0.0,34749.0,0.0,51.19,31.26,942300.0,225000.0
376139,0.0,1.0,10125.0,0.0,37.2,18.54,202500.0,45000.0
443709,0.0,1.0,29020.5,1.0,24.09,2.8,807984.0,157500.0
400118,0.0,1.0,26127.0,0.0,36.22,1.72,810000.0,112500.0
284958,0.0,2.0,20785.5,0.0,35.31,11.07,783000.0,180000.0
217644,0.0,0.0,37800.0,1.0,48.53,1.27,1288350.0,202500.0
411772,0.0,0.0,11250.0,0.0,24.11,2.12,225000.0,225000.0
111388,0.0,0.0,14017.5,0.0,49.19,17.65,143910.0,157500.0
353591,0.0,0.0,51799.5,0.0,47.75,14.07,1014493.5,202500.0
208310,0.0,1.0,39037.5,1.0,33.58,6.89,494118.0,225000.0
427731,0.0,0.0,47088.0,0.0,44.05,0.66,883863.0,283500.0
357174,0.0,1.0,11250.0,0.0,33.22,0.55,225000.0,81000.0
181250,1.0,1.0,35937.0,0.0,32.68,1.32,592560.0,135000.0
139778,1.0,1.0,35271.0,1.0,25.25,3.13,991944.0,135000.0
129998,0.0,0.0,34182.0,1.0,55.96,6.7,1164667.5,225000.0
339210,0.0,0.0,36162.0,0.0,50.63,13.08,1236816.0,247500.0
328751,0.0,0.0,26734.5,0.0,45.21,1.92,967500.0,157500.0
275666,0.0,0.0,18490.5,1.0,34.19,6.37,490536.0,225000.0
438953,0.0,2.0,17019.0,1.0,29.83,4.87,254700.0,112500.0
443964,0.0,2.0,16627.5,0.0,30.09,2.08,339241.5,315000.0
281103,0.0,0.0,13500.0,1.0,50.05,5.79,270000.0,265500.0
280597,0.0,2.0,16587.0,0.0,38.07,0.71,152820.0,90000.0
106791,0.0,1.0,71928.0,0.0,52.2,9.5,1350000.0,157500.0
184698,0.0,1.0,5350.5,0.0,41.11,2.24,49752.0,67500.0
131296,1.0,0.0,29695.5,0.0,53.23,4.64,916470.0,135000.0
321734,0.0,0.0,36459.0,0.0,58.9,4.5,755190.0,105750.0
357195,0.0,1.0,24903.0,0.0,39.11,5.48,584766.0,315000.0
208913,0.0,1.0,15124.5,1.0,36.74,6.21,296280.0,157500.0
268097,0.0,0.0,37179.0,0.0,32.24,2.96,1125000.0,157500.0
249157,1.0,1.0,6660.0,0.0,26.25,2.05,113760.0,112500.0
233375,0.0,0.0,9000.0,1.0,23.83,1.64,180000.0,90000.0
298316,0.0,0.0,27189.0,1.0,26.08,1.73,239850.0,157500.0
115243,0.0,2.0,17599.5,1.0,31.38,6.02,247500.0,99000.0
127353,1.0,0.0,26770.5,0.0,57.3,4.5,553806.0,202500.0
348266,0.0,0.0,7875.0,0.0,23.44,1.95,157500.0,54000.0
297740,0.0,0.0,24363.0,0.0,32.9,1.29,225000.0,135000.0
179666,0.0,0.0,34042.5,0.0,43.23,0.75,1051245.0,135000.0
129348,0.0,1.0,13500.0,1.0,42.56,4.54,270000.0,270000.0
104481,0.0,0.0,12204.0,1.0,24.68,1.07,165915.0,202500.0
296631,0.0,1.0,34110.0,1.0,33.18,1.29,1125000.0,293400.0
190762,0.0,2.0,29722.5,0.0,36.4,16.26,895500.0,144000.0
364891,0.0,0.0,52236.0,0.0,52.39,14.44,675000.0,157500.0
313993,0.0,0.0,39901.5,1.0,29.99,1.48,1002870.0,202500.0
236987,0.0,0.0,31234.5,1.0,22.36,2.19,573408.0,247500.0
366389,0.0,1.0,22887.0,0.0,32.55,1.58,585000.0,135000.0
320629,1.0,0.0,30528.0,0.0,49.71,3.02,942300.0,157500.0
146817,0.0,0.0,38614.5,0.0,22.83,3.08,1316155.5,252000.0
349347,0.0,0.0,21546.0,0.0,49.64,10.13,540000.0,202500.0
232337,0.0,0.0,10345.5,0.0,58.43,4.5,284400.0,103500.0
241115,0.0,1.0,13972.5,0.0,30.65,4.93,299772.0,90000.0
158246,0.0,2.0,32328.0,0.0,40.08,2.89,407520.0,225000.0
240610,0.0,0.0,33295.5,0.0,46.75,21.7,542133.0,81000.0
287244,0.0,0.0,43780.5,1.0,62.35,4.5,1100709.0,112500.0
296402,0.0,1.0,27544.5,0.0,46.35,0.85,536917.5,135000.0
349630,0.0,0.0,33691.5,1.0,49.65,9.82,792162.0,180000.0
364580,1.0,0.0,13914.0,0.0,56.89,4.5,270000.0,40500.0
455446,0.0,0.0,19728.0,0.0,62.54,4.5,607500.0,270000.0
398145,0.0,0.0,29736.0,0.0,27.96,1.79,1012500.0,90000.0
280676,0.0,1.0,45553.5,0.0,41.02,21.38,1374480.0,220500.0
389751,0.0,1.0,33025.5,0.0,39.48,4.62,1125000.0,157500.0
227260,0.0,2.0,7353.0,0.0,32.64,9.56,148500.0,85500.0
357088,0.0,0.0,12726.0,0.0,62.98,4.5,127350.0,33750.0
158481,0.0,0.0,27900.0,1.0,62.44,4.5,954207.0,54000.0
225408,0.0,0.0,26658.0,0.0,50.78,6.18,802773.0,225000.0
132899,0.0,1.0,34245.0,0.0,38.12,1.93,1166724.0,90000.0
265277,0.0,1.0,26464.5,0.0,46.02,2.08,747000.0,157500.0
120498,0.0,0.0,29245.5,0.0,65.05,4.5,880965.0,121500.0
341912,0.0,0.0,44275.5,0.0,40.69,6.08,454500.0,85500.0
386170,0.0,1.0,13500.0,1.0,48.61,2.77,270000.0,135000.0
347732,0.0,0.0,31261.5,0.0,24.22,1.61,640080.0,225000.0
331986,0.0,0.0,34573.5,0.0,41.54,19.56,781920.0,180000.0
331747,0.0,0.0,24925.5,1.0,52.41,4.5,562981.5,225000.0
380397,0.0,2.0,41926.5,1.0,37.72,5.55,521280.0,180000.0
190224,0.0,0.0,27724.5,0.0,31.88,1.55,279000.0,90000.0
177637,0.0,1.0,36841.5,1.0,41.28,14.82,491031.0,180000.0
234120,0.0,0.0,17410.5,0.0,58.83,4.5,225000.0,157500.0
409907,0.0,0.0,9000.0,0.0,51.85,4.5,180000.0,135000.0
285052,0.0,0.0,18040.5,0.0,26.98,1.3,225000.0,85500.0
378380,1.0,0.0,35694.0,1.0,39.3,1.59,900000.0,157500.0
226162,0.0,1.0,22252.5,0.0,46.79,27.32,225000.0,157500.0
431830,1.0,0.0,30888.0,0.0,54.9,3.5,755190.0,90000.0
248872,0.0,0.0,43312.5,0.0,48.1,4.12,1575000.0,216000.0
355928,0.0,2.0,9000.0,1.0,43.95,16.23,180000.0,270000.0
353079,0.0,0.0,7623.0,0.0,41.16,12.23,180000.0,90000.0
298854,0.0,0.0,12204.0,0.0,25.41,2.36,225000.0,90000.0
137436,0.0,0.0,24412.5,0.0,29.94,1.55,450000.0,90000.0
111970,0.0,0.0,19039.5,0.0,43.01,21.8,526491.0,135000.0
354687,0.0,1.0,17167.5,0.0,41.79,2.48,314055.0,112500.0
128940,0.0,0.0,7965.0,0.0,65.14,4.5,177903.0,54000.0
301894,0.0,0.0,13500.0,1.0,60.27,9.92,270000.0,202500.0
226220,0.0,1.0,27256.5,1.0,34.13,0.33,343377.0,247500.0
336285,0.0,0.0,23773.5,0.0,39.39,1.53,808650.0,135000.0
264125,0.0,0.0,23229.0,0.0,52.52,1.18,545251.5,90000.0
366535,0.0,0.0,25969.5,0.0,62.32,4.5,781920.0,90000.0
436106,0.0,0.0,20250.0,0.0,41.27,1.5,405000.0,130500.0
293599,0.0,0.0,5292.0,0.0,58.18,35.65,74182.5,117000.0
414512,0.0,3.0,26446.5,1.0,41.87,1.44,900000.0,157500.0
420445,0.0,1.0,20250.0,1.0,43.0,5.22,405000.0,202500.0
422117,0.0,0.0,20250.0,1.0,50.7,4.5,405000.0,315000.0
282733,0.0,0.0,11250.0,1.0,61.37,1.49,225000.0,135000.0
414806,0.0,0.0,18630.0,0.0,55.95,3.27,265851.0,99000.0
164000,0.0,0.0,32296.5,1.0,50.24,7.46,630000.0,180000.0
411765,0.0,0.0,28714.5,0.0,49.92,0.29,288994.5,157500.0
381278,0.0,1.0,30469.5,0.0,42.71,3.37,765000.0,157500.0
259931,0.0,0.0,39474.0,0.0,50.26,6.39,1350000.0,108000.0
403151,0.0,0.0,14769.0,0.0,55.67,4.5,454500.0,112500.0
359875,0.0,0.0,11772.0,0.0,29.8,7.29,384048.0,162000.0
393764,0.0,0.0,31653.0,0.0,59.65,4.5,1078200.0,292500.0
353941,0.0,0.0,9000.0,1.0,57.59,4.5,180000.0,202500.0
179218,0.0,1.0,43123.5,0.0,33.79,7.54,1300882.5,180000.0
167719,0.0,1.0,26446.5,0.0,29.01,2.77,900000.0,180000.0
367911,0.0,0.0,16506.0,1.0,53.29,0.81,571446.0,112500.0
306072,0.0,0.0,18238.5,1.0,53.71,1.29,234000.0,180000.0
393259,0.0,0.0,40702.5,1.0,56.87,4.5,1042560.0,202500.0
230841,1.0,1.0,6750.0,0.0,48.96,0.84,135000.0,54000.0
435416,1.0,1.0,22018.5,0.0,43.47,0.96,450000.0,81000.0
350227,0.0,1.0,46174.5,1.0,42.65,5.52,848745.0,157500.0
110086,0.0,0.0,53455.5,0.0,51.73,3.71,1258650.0,270000.0
354748,0.0,1.0,34708.5,0.0,33.19,7.58,765261.0,270000.0
349305,0.0,1.0,8023.5,1.0,53.3,5.72,299250.0,64215.0
365865,0.0,0.0,18684.0,1.0,44.57,11.56,381528.0,112500.0
263320,0.0,1.0,40617.0,0.0,35.1,1.09,523152.0,270000.0
361448,0.0,2.0,34339.5,1.0,32.06,7.31,432990.0,378000.0
296659,0.0,1.0,17487.0,0.0,34.79,7.33,221031.0,121500.0
208212,0.0,0.0,29970.0,1.0,45.87,1.45,640080.0,247500.0
275391,0.0,0.0,12298.5,1.0,51.54,9.79,276277.5,45000.0
271306,0.0,0.0,34749.0,0.0,35.54,8.43,942300.0,112500.0
126878,0.0,0.0,30951.0,0.0,51.58,16.97,568197.0,121500.0
178072,0.0,2.0,13059.0,0.0,44.08,11.17,360000.0,157500.0
279863,0.0,1.0,52726.5,0.0,36.85,2.47,1096020.0,135000.0
189114,0.0,0.0,41436.0,1.0,25.87,1.82,1570797.0,225000.0
419269,0.0,0.0,34245.0,0.0,43.82,6.0,1166724.0,225000.0
303928,0.0,0.0,34173.0,0.0,42.49,11.5,509400.0,135000.0
280694,0.0,1.0,23773.5,0.0,40.08,7.85,808650.0,135000.0
382966,0.0,0.0,30073.5,0.0,50.66,29.65,709879.5,261000.0
251049,0.0,0.0,29227.5,0.0,28.25,1.39,446931.0,144000.0
437288,0.0,0.0,8856.0,0.0,38.95,6.88,243000.0,157500.0
445103,0.0,2.0,22437.0,1.0,42.42,4.5,675000.0,112500.0
353176,0.0,0.0,18135.0,1.0,39.9,2.45,331920.0,157500.0
103796,0.0,0.0,27423.0,0.0,60.71,4.5,521280.0,103500.0
257302,0.0,0.0,29970.0,1.0,25.06,3.43,640080.0,112500.0
451110,0.0,0.0,30973.5,0.0,24.72,1.24,760500.0,202500.0
151449,0.0,1.0,24435.0,0.0,33.59,3.61,573628.5,81000.0
275050,0.0,0.0,17055.0,0.0,46.28,20.65,351792.0,144000.0
319367,0.0,0.0,6795.0,0.0,62.15,4.5,185652.0,135000.0
347765,0.0,0.0,49117.5,1.0,30.19,6.02,675000.0,189000.0
249510,0.0,0.0,72936.0,0.0,61.06,4.5,1076247.0,382500.0
212833,0.0,0.0,39726.0,0.0,25.08,0.44,679500.0,157500.0
276887,0.0,0.0,27103.5,0.0,51.73,15.76,922500.0,157500.0
179531,0.0,1.0,32472.0,1.0,26.3,6.09,675000.0,117000.0
188319,0.0,0.0,16236.0,0.0,27.84,1.42,531265.5,135000.0
133627,1.0,2.0,13387.5,0.0,28.66,4.89,284400.0,67500.0
335339,0.0,0.0,23692.5,0.0,38.85,12.36,450000.0,117000.0
261612,0.0,0.0,35509.5,0.0,57.14,4.5,363190.5,135000.0
260956,0.0,1.0,30528.0,0.0,39.15,10.23,942300.0,90000.0
127609,0.0,0.0,26154.0,0.0,41.58,1.9,675000.0,207000.0
183953,0.0,1.0,17095.5,0.0,46.35,1.38,312768.0,162000.0
284013,0.0,0.0,43443.0,0.0,62.29,4.5,1575000.0,283500.0
197621,0.0,0.0,39654.0,0.0,40.65,3.33,528633.0,337500.0
216654,0.0,0.0,23643.0,0.0,52.96,7.98,229500.0,103500.0
437713,0.0,1.0,26446.5,0.0,44.85,0.6,900000.0,193500.0
437460,0.0,0.0,26104.5,1.0,22.42,2.65,432000.0,85500.0
433544,0.0,0.0,21613.5,0.0,60.49,4.5,666000.0,135000.0
396018,0.0,1.0,44563.5,1.0,26.82,0.22,1051789.5,180000.0
442515,0.0,0.0,38524.5,1.0,55.83,14.59,906228.0,180000.0
284107,0.0,0.0,23229.0,0.0,58.55,4.5,716148.0,162000.0
336718,0.0,0.0,21672.0,0.0,62.94,4.5,508495.5,90000.0
399574,0.0,0.0,53514.0,0.0,44.78,2.05,1260000.0,256500.0
300982,0.0,0.0,27954.0,1.0,38.22,7.39,862560.0,135000.0
305833,0.0,0.0,45333.0,0.0,54.68,5.78,1546020.0,189000.0
366934,0.0,0.0,29695.5,1.0,42.64,4.46,916470.0,225000.0
303390,0.0,0.0,14179.5,1.0,27.31,0.36,288873.0,135000.0
277473,0.0,0.0,43033.5,1.0,32.22,1.05,543037.5,135000.0
128810,0.0,0.0,25965.0,0.0,64.55,4.5,327024.0,157500.0
130823,0.0,0.0,39717.0,0.0,50.36,6.8,743031.0,112500.0
346615,0.0,2.0,9495.0,0.0,39.36,2.32,215640.0,36000.0
360101,0.0,0.0,22954.5,1.0,24.64,1.09,315000.0,238500.0
315601,0.0,0.0,22018.5,0.0,40.38,3.54,450000.0,90000.0
176306,0.0,0.0,22027.5,1.0,29.22,8.57,420718.5,157500.0
418026,0.0,0.0,13500.0,1.0,51.89,10.55,270000.0,198000.0
247694,0.0,0.0,32602.5,1.0,30.41,1.99,675000.0,112500.0
242087,0.0,1.0,19107.0,0.0,32.71,9.25,506889.0,202500.0
452575,0.0,0.0,44635.5,0.0,62.55,4.5,472500.0,166500.0
103307,0.0,0.0,33682.5,1.0,39.59,4.66,1147500.0,360000.0
329484,1.0,0.0,44622.0,0.0,54.0,24.27,1125171.0,225000.0
155513,0.0,0.0,21330.0,1.0,32.19,0.99,270000.0,202500.0
394865,0.0,0.0,28516.5,0.0,23.05,0.42,436032.0,85500.0
227207,0.0,0.0,21919.5,0.0,67.77,4.5,225000.0,58500.0
306058,0.0,1.0,26550.0,1.0,40.93,2.51,364896.0,112500.0
198943,1.0,0.0,28408.5,0.0,30.44,2.71,521280.0,135000.0
409115,0.0,0.0,19264.5,0.0,43.93,14.8,333337.5,90000.0
271866,0.0,0.0,22950.0,1.0,43.68,7.05,288873.0,270000.0
260908,0.0,0.0,10575.0,1.0,49.24,5.25,99504.0,112500.0
393528,0.0,0.0,44743.5,1.0,34.52,5.21,801306.0,238500.0
407584,0.0,1.0,34587.0,0.0,45.68,9.25,1042560.0,270000.0
117404,0.0,0.0,9661.5,0.0,52.39,2.4,225000.0,270000.0
320391,0.0,0.0,48852.0,0.0,43.33,4.5,1092190.5,216000.0
363242,0.0,1.0,30717.0,1.0,45.25,11.01,1046142.0,270000.0
443658,0.0,0.0,21024.0,0.0,48.25,25.74,385164.0,157500.0
235858,1.0,0.0,28503.0,0.0,32.18,2.2,970380.0,90000.0
293479,0.0,2.0,30280.5,0.0,29.19,9.25,760225.5,135000.0
347911,0.0,0.0,58536.0,0.0,49.1,13.72,728460.0,180000.0
142251,0.0,0.0,26919.0,1.0,29.56,0.43,248760.0,225000.0
405851,0.0,1.0,21906.0,1.0,61.66,0.43,675000.0,202500.0
176155,0.0,0.0,13819.5,0.0,47.54,7.86,238500.0,157500.0
396291,0.0,1.0,10125.0,0.0,26.41,2.21,202500.0,225000.0
253989,0.0,0.0,7726.5,0.0,63.34,4.5,172512.0,157500.0
380570,0.0,2.0,11250.0,0.0,37.97,6.78,225000.0,81000.0
322923,1.0,1.0,36459.0,1.0,32.77,2.09,755190.0,180000.0
116408,1.0,0.0,41629.5,1.0,38.76,1.55,1255680.0,180000.0
416898,0.0,1.0,35937.0,1.0,39.03,1.51,592560.0,171000.0
249924,0.0,1.0,6750.0,0.0,28.54,2.88,135000.0,157500.0
218799,0.0,0.0,9000.0,1.0,53.31,0.62,180000.0,180000.0
149876,0.0,0.0,12420.0,0.0,38.46,8.3,153310.5,81000.0
367198,0.0,0.0,14661.0,0.0,53.07,6.67,454500.0,99000.0
362414,0.0,1.0,53451.0,1.0,48.93,1.18,473760.0,135000.0
158915,1.0,1.0,32143.5,0.0,39.18,4.44,592560.0,135000.0
404210,0.0,0.0,9472.5,0.0,65.1,4.5,95940.0,117000.0
339796,0.0,1.0,21559.5,0.0,26.12,6.21,199008.0,81000.0
312515,0.0,0.0,6750.0,0.0,62.07,4.5,135000.0,135000.0
149816,0.0,1.0,28390.5,1.0,34.79,10.65,900000.0,337500.0
115297,0.0,0.0,19345.5,1.0,46.93,2.29,265869.0,157500.0
262794,0.0,0.0,37480.5,0.0,65.03,4.5,1130112.0,202500.0
203382,0.0,1.0,26145.0,0.0,33.41,7.33,787131.0,126000.0
347878,0.0,1.0,29304.0,0.0,47.82,4.5,571396.5,382500.0
233628,0.0,2.0,10053.0,1.0,44.05,9.35,101880.0,202500.0
271590,0.0,0.0,37561.5,0.0,40.71,7.21,1132573.5,157500.0
370829,0.0,1.0,21091.5,0.0,41.68,6.14,717003.0,130500.0
177463,0.0,0.0,51543.0,1.0,27.15,1.3,1006920.0,247500.0
398698,0.0,0.0,25978.5,1.0,49.11,2.57,884124.0,135000.0
240539,1.0,0.0,10125.0,0.0,34.56,0.79,202500.0,81000.0
315555,0.0,0.0,39001.5,0.0,43.41,4.37,980181.0,126000.0
399004,0.0,3.0,20799.0,1.0,43.94,7.13,640764.0,180000.0
379096,0.0,1.0,10566.0,0.0,34.75,1.98,101880.0,112500.0
194409,0.0,2.0,35761.5,0.0,37.55,2.55,840951.0,112500.0
396774,0.0,2.0,53248.5,0.0,43.74,5.16,1528200.0,135000.0
213032,0.0,1.0,12375.0,0.0,37.19,0.42,247500.0,90000.0
274204,0.0,0.0,42642.0,0.0,57.1,4.5,1546020.0,202500.0
450943,0.0,0.0,21762.0,0.0,50.0,5.28,298512.0,202500.0
258917,0.0,0.0,43299.0,0.0,35.57,10.0,900000.0,180000.0
285181,0.0,1.0,39595.5,0.0,31.14,4.09,499500.0,171000.0
107065,0.0,0.0,26928.0,1.0,37.88,6.47,916470.0,121500.0
198972,0.0,2.0,23931.0,0.0,34.05,1.73,814041.0,67500.0
295547,0.0,0.0,22329.0,0.0,44.16,12.98,504000.0,112500.0
452081,1.0,0.0,27324.0,1.0,53.19,2.73,450000.0,157500.0
243424,0.0,0.0,26352.0,1.0,27.65,3.85,392427.0,135000.0
328061,0.0,2.0,36864.0,1.0,31.27,10.82,1256400.0,90000.0
273753,0.0,0.0,26986.5,0.0,30.5,8.02,444420.0,67500.0
153026,0.0,2.0,42628.5,1.0,29.45,2.01,886090.5,243000.0
279231,0.0,0.0,18742.5,0.0,52.21,10.72,355536.0,157500.0
293472,0.0,1.0,27562.5,0.0,28.51,4.09,354519.0,225000.0
239812,0.0,0.0,23773.5,0.0,57.79,4.5,808650.0,126000.0
209871,0.0,0.0,32773.5,1.0,37.32,4.05,275076.0,341325.0
148513,1.0,0.0,22576.5,1.0,40.41,3.65,509602.5,225000.0
373193,0.0,1.0,19134.0,0.0,32.18,7.21,284400.0,112500.0
432290,1.0,0.0,38497.5,1.0,59.82,0.85,450000.0,193396.5
184070,0.0,0.0,31234.5,0.0,55.65,1.64,573408.0,157500.0
413957,0.0,0.0,28116.0,0.0,34.65,1.27,755190.0,162000.0
115417,0.0,0.0,45954.0,0.0,29.41,2.2,900000.0,270000.0
129793,0.0,2.0,28530.0,1.0,33.8,5.85,975771.0,63000.0
332368,0.0,0.0,19611.0,0.0,31.61,3.05,738567.0,126000.0
231043,0.0,0.0,42790.5,0.0,44.9,23.65,1006920.0,135000.0
235024,0.0,1.0,31653.0,0.0,41.23,3.94,1078200.0,225000.0
319037,0.0,2.0,25294.5,1.0,33.68,9.85,318528.0,225000.0
340713,0.0,1.0,5832.0,1.0,38.69,4.54,85320.0,202500.0
296575,0.0,0.0,46692.0,0.0,54.17,3.38,1260000.0,135000.0
287393,0.0,0.0,26838.0,0.0,54.88,18.83,260640.0,360000.0
125079,0.0,0.0,27189.0,0.0,44.66,8.97,562491.0,112950.0
165835,0.0,2.0,46066.5,1.0,40.9,0.38,1206000.0,184500.0
141920,0.0,1.0,15664.5,0.0,29.45,10.56,197820.0,67500.0
362624,0.0,1.0,35694.0,1.0,40.42,1.3,1102500.0,135000.0
303015,0.0,0.0,38110.5,0.0,24.74,4.05,1381113.0,202500.0
444925,0.0,0.0,37255.5,0.0,55.43,4.5,1350000.0,166500.0
227056,0.0,1.0,24844.5,0.0,42.93,13.74,229500.0,270000.0
102734,0.0,3.0,37800.0,0.0,35.21,3.75,1288350.0,135000.0
366652,0.0,0.0,27000.0,0.0,48.73,8.64,540000.0,180000.0
122930,0.0,1.0,50256.0,0.0,41.14,5.34,900000.0,180000.0
435798,0.0,0.0,28507.5,0.0,45.67,11.62,592560.0,180000.0
452732,0.0,0.0,34074.0,0.0,62.28,5.84,1160973.0,225000.0
349664,0.0,0.0,14751.0,0.0,66.64,4.5,254700.0,58500.0
241007,0.0,0.0,31585.5,0.0,47.84,3.77,1192500.0,225000.0
426453,0.0,0.0,9000.0,0.0,57.1,4.5,180000.0,135000.0
442603,0.0,1.0,23773.5,0.0,48.4,22.85,808650.0,135000.0
101130,0.0,0.0,10782.0,0.0,66.04,4.5,203760.0,67500.0
201164,0.0,0.0,18000.0,0.0,46.27,4.55,360000.0,135000.0
221524,0.0,0.0,19980.0,0.0,43.79,1.57,256500.0,135000.0
315804,0.0,0.0,27459.0,0.0,43.53,0.36,568057.5,135000.0
388402,0.0,1.0,9031.5,0.0,41.54,1.87,90000.0,112500.0
413127,0.0,0.0,25173.0,0.0,59.3,8.51,571486.5,166500.0
382501,0.0,2.0,22500.0,0.0,38.3,8.39,450000.0,112500.0
162134,0.0,0.0,9000.0,0.0,52.23,0.79,180000.0,405000.0
150197,0.0,1.0,39901.5,0.0,54.79,4.13,1002870.0,126000.0
232247,1.0,0.0,12334.5,0.0,36.22,7.04,225000.0,69750.0
439509,0.0,0.0,47290.5,1.0,38.68,17.19,729396.0,360000.0
206300,0.0,0.0,9000.0,0.0,37.8,4.52,180000.0,112500.0
438872,0.0,1.0,28494.0,1.0,34.35,12.3,269982.0,135000.0
323057,0.0,1.0,12375.0,0.0,37.38,8.44,247500.0,99000.0
145380,0.0,0.0,29218.5,1.0,42.76,1.95,317178.0,324000.0
302029,0.0,0.0,19867.5,0.0,57.49,4.5,675000.0,112500.0
284089,0.0,0.0,8388.0,0.0,56.11,4.5,135000.0,99000.0
407862,0.0,2.0,22050.0,0.0,28.25,7.24,679500.0,135000.0
385980,1.0,0.0,39510.0,0.0,61.54,4.5,1436850.0,90000.0
143623,0.0,1.0,16353.0,0.0,44.1,1.22,566055.0,103500.0
330134,0.0,0.0,9000.0,1.0,53.35,13.57,180000.0,225000.0
399039,0.0,1.0,69777.0,1.0,31.59,8.72,663264.0,301500.0
125901,0.0,0.0,29655.0,0.0,40.0,4.66,298512.0,135000.0
443159,0.0,0.0,7875.0,1.0,51.83,30.54,157500.0,225000.0
257918,0.0,0.0,23404.5,0.0,52.27,4.02,344043.0,202500.0
209491,0.0,1.0,35761.5,0.0,36.02,4.98,840951.0,135000.0
284600,0.0,1.0,29529.0,0.0,39.86,1.98,526491.0,157500.0
325828,0.0,1.0,46809.0,1.0,38.15,4.98,1303200.0,315000.0
134900,1.0,1.0,9000.0,0.0,21.94,4.5,180000.0,67500.0
237773,0.0,0.0,27423.0,1.0,47.79,4.74,521280.0,117000.0
